530 €/mēn. (19.63 €/m²),27 m²,1,6/6/lifts,Pulkv. Brieža 7,centrs,https://www.ss.lv//msg/lv/real-estate/flats/riga/centre/dgihx.html,"[""dgihx-flats-riga-centre-65259847.800.jpg"", ""dgihx-flats-riga-centre-65259848.800.jpg"", ""dgihx-flats-riga-centre-65259849.800.jpg"", ""dgihx-flats-riga-centre-65259850.800.jpg"", ""dgihx-flats-riga-centre-65259851.800.jpg"", ""dgihx-flats-riga-centre-65259852.800.jpg"", ""dgihx-flats-riga-centre-65259853.800.jpg"", ""dgihx-flats-riga-centre-65259854.800.jpg"", ""dgihx-flats-riga-centre-65259855.800.jpg"", ""dgihx-flats-riga-centre-65259873.800.jpg"", ""dgihx-flats-riga-centre-65259874.800.jpg"", ""dgihx-flats-riga-centre-65259875.800.jpg"", ""dgihx-flats-riga-centre-65259876.800.jpg"", ""dgihx-flats-riga-centre-65259877.800.jpg"", ""dgihx-flats-riga-centre-65259878.800.jpg"", ""dgihx-flats-riga-centre-65259879.800.jpg"", ""dgihx-flats-riga-centre-65259880.800.jpg"", ""dgihx-flats-riga-centre-65259881.800.jpg"", ""dgihx-flats-riga-centre-65259882.800.jpg"", ""dgihx-flats-riga-centre-65259883.800.jpg""]"
250 €/mēn. (11.90 €/m²),21 m²,1,2/3,Mūrnieku 9,centrs,https://www.ss.lv//msg/lv/real-estate/flats/riga/centre/dhehb.html,"[""dhehb-flats-riga-centre-65322031.800.jpg"", ""dhehb-flats-riga-centre-59131599.800.jpg"", ""dhehb-flats-riga-centre-65226404.800.jpg"", ""dhehb-flats-riga-centre-64263129.800.jpg"", ""dhehb-flats-riga-centre-64263130.800.jpg"", ""dhehb-flats-riga-centre-56003334.800.jpg"", ""dhehb-flats-riga-centre-65091853.800.jpg"", ""dhehb-flats-riga-centre-64923886.800.jpg"", ""dhehb-flats-riga-centre-65226405.800.jpg""]"
430 €/mēn. (8.60 €/m²),50 m²,2,3/5,Kaļķu 5,centrs,https://www.ss.lv//msg/lv/real-estate/flats/riga/centre/bicjkb.html,"[""bicjkb-flats-riga-centre-65106150.800.jpg"", ""bicjkb-flats-riga-centre-63552290.800.jpg"", ""bicjkb-flats-riga-centre-63552291.800.jpg"", ""bicjkb-flats-riga-centre-63552292.800.jpg"", ""bicjkb-flats-riga-centre-63552293.800.jpg"", ""bicjkb-flats-riga-centre-63552294.800.jpg"", ""bicjkb-flats-riga-centre-65106151.800.jpg"", ""bicjkb-flats-riga-centre-63552296.800.jpg"", ""bicjkb-flats-riga-centre-65106152.800.jpg"", ""bicjkb-flats-riga-centre-65106153.800.jpg""]"
35 €/dienā (1.67 €/m²),21 m²,1,2/6,Brīvības 148,centrs,https://www.ss.lv//msg/lv/real-estate/flats/riga/centre/abnoi.html,"[""abnoi-flats-riga-centre-64087071.800.jpg"", ""abnoi-flats-riga-centre-51921968.800.jpg"", ""abnoi-flats-riga-centre-64087072.800.jpg"", ""abnoi-flats-riga-centre-64087073.800.jpg"", ""abnoi-flats-riga-centre-58185340.800.jpg""]"
330 €/mēn. (6 €/m²),55 m²,3,5/5,Mastu 3,centrs,https://www.ss.lv//msg/lv/real-estate/flats/riga/centre/fekif.html,"[""fekif-flats-riga-centre-65323041.800.jpg"", ""fekif-flats-riga-centre-65323042.800.jpg"", ""fekif-flats-riga-centre-65323043.800.jpg"", ""fekif-flats-riga-centre-65323044.800.jpg"", ""fekif-flats-riga-centre-65323045.800.jpg"", ""fekif-flats-riga-centre-65323046.800.jpg"", ""fekif-flats-riga-centre-65323047.800.jpg"", ""fekif-flats-riga-centre-65323048.800.jpg"", ""fekif-flats-riga-centre-65323049.800.jpg""]"
3 200 €/mēn. (19.88 €/m²),161 m²,5,5/5/lifts,Vīlandes 2,centrs,https://www.ss.lv//msg/lv/real-estate/flats/riga/centre/akomi.html,"[""akomi-flats-riga-centre-63330692.800.jpg"", ""akomi-flats-riga-centre-63330693.800.jpg"", ""akomi-flats-riga-centre-63330694.800.jpg"", ""akomi-flats-riga-centre-63330695.800.jpg"", ""akomi-flats-riga-centre-63330696.800.jpg"", ""akomi-flats-riga-centre-63330697.800.jpg"", ""akomi-flats-riga-centre-63330698.800.jpg"", ""akomi-flats-riga-centre-63330699.800.jpg"", ""akomi-flats-riga-centre-63330700.800.jpg"", ""akomi-flats-riga-centre-63330701.800.jpg"", ""akomi-flats-riga-centre-63330702.800.jpg"", ""akomi-flats-riga-centre-63330703.800.jpg"", ""akomi-flats-riga-centre-63330704.800.jpg"", ""akomi-flats-riga-centre-63330705.800.jpg"", ""akomi-flats-riga-centre-63330706.800.jpg"", ""akomi-flats-riga-centre-63330707.800.jpg"", ""akomi-flats-riga-centre-63330708.800.jpg"", ""akomi-flats-riga-centre-63330709.800.jpg"", ""akomi-flats-riga-centre-63330710.800.jpg"", ""akomi-flats-riga-centre-63330711.800.jpg"", ""akomi-flats-riga-centre-63330712.800.jpg"", ""akomi-flats-riga-centre-63330713.800.jpg"", ""akomi-flats-riga-centre-63330714.800.jpg"", ""akomi-flats-riga-centre-63330715.800.jpg"", ""akomi-flats-riga-centre-63330716.800.jpg"", ""akomi-flats-riga-centre-63330717.800.jpg"", ""akomi-flats-riga-centre-63330718.800.jpg"", ""akomi-flats-riga-centre-63330719.800.jpg"", ""akomi-flats-riga-centre-63330720.800.jpg"", ""akomi-flats-riga-centre-63330721.800.jpg"", ""akomi-flats-riga-centre-63330722.800.jpg"", ""akomi-flats-riga-centre-63330723.800.jpg"", ""akomi-flats-riga-centre-63330724.800.jpg"", ""akomi-flats-riga-centre-63330725.800.jpg"", ""akomi-flats-riga-centre-63330726.800.jpg""]"
350 €/mēn. (5.74 €/m²),61 m²,2,2/5,Stabu 90,centrs,https://www.ss.lv//msg/lv/real-estate/flats/riga/centre/cnjln.html,"[""cnjln-flats-riga-centre-64602350.800.jpg"", ""cnjln-flats-riga-centre-65322474.800.jpg"", ""cnjln-flats-riga-centre-65322475.800.jpg"", ""cnjln-flats-riga-centre-65322476.800.jpg"", ""cnjln-flats-riga-centre-65322477.800.jpg"", ""cnjln-flats-riga-centre-65322478.800.jpg"", ""cnjln-flats-riga-centre-65322479.800.jpg"", ""cnjln-flats-riga-centre-65322480.800.jpg"", ""cnjln-flats-riga-centre-65322481.800.jpg"", ""cnjln-flats-riga-centre-65322482.800.jpg"", ""cnjln-flats-riga-centre-65322483.800.jpg""]"
250 €/mēn. (12.50 €/m²),20 m²,1,2/4,Bruņinieku 115,centrs,https://www.ss.lv//msg/lv/real-estate/flats/riga/centre/ahpoo.html,"[""ahpoo-flats-riga-centre-65321956.800.jpg"", ""ahpoo-flats-riga-centre-65236180.800.jpg"", ""ahpoo-flats-riga-centre-59449875.800.jpg"", ""ahpoo-flats-riga-centre-59479634.800.jpg"", ""ahpoo-flats-riga-centre-65226809.800.jpg"", ""ahpoo-flats-riga-centre-59765554.800.jpg"", ""ahpoo-flats-riga-centre-23070185.800.jpg"", ""ahpoo-flats-riga-centre-59765555.800.jpg"", ""ahpoo-flats-riga-centre-26258537.800.jpg""]"
450 €/mēn. (13.64 €/m²),33 m²,1,3/4,Miera 111,centrs,https://www.ss.lv//msg/lv/real-estate/flats/riga/centre/ahcji.html,"[""ahcji-flats-riga-centre-65319486.800.jpg"", ""ahcji-flats-riga-centre-65319487.800.jpg"", ""ahcji-flats-riga-centre-65319488.800.jpg"", ""ahcji-flats-riga-centre-65319489.800.jpg"", ""ahcji-flats-riga-centre-65319490.800.jpg"", ""ahcji-flats-riga-centre-65319491.800.jpg""]"
230 €/mēn. (7.19 €/m²),32 m²,1,1/2,Barona 140,centrs,https://www.ss.lv//msg/lv/real-estate/flats/riga/centre/ahxii.html,"[""ahxii-flats-riga-centre-65319023.800.jpg"", ""ahxii-flats-riga-centre-65319024.800.jpg"", ""ahxii-flats-riga-centre-65319025.800.jpg"", ""ahxii-flats-riga-centre-65319026.800.jpg"", ""ahxii-flats-riga-centre-65319027.800.jpg"", ""ahxii-flats-riga-centre-65319028.800.jpg"", ""ahxii-flats-riga-centre-65319029.800.jpg""]"
350 €/mēn. (6.36 €/m²),55 m²,2,2/3,Vagonu 31,centrs,https://www.ss.lv//msg/lv/real-estate/flats/riga/centre/afeig.html,"[""afeig-flats-riga-centre-65317994.800.jpg"", ""afeig-flats-riga-centre-65317995.800.jpg"", ""afeig-flats-riga-centre-65317996.800.jpg"", ""afeig-flats-riga-centre-65317997.800.jpg"", ""afeig-flats-riga-centre-65317998.800.jpg"", ""afeig-flats-riga-centre-65317999.800.jpg""]"
350 €/mēn. (8.33 €/m²),42 m²,2,4/5,Katrīnas d. 20k1,centrs,https://www.ss.lv//msg/lv/real-estate/flats/riga/centre/agpoe.html,"[""agpoe-flats-riga-centre-63946753.800.jpg"", ""agpoe-flats-riga-centre-65316067.800.jpg"", ""agpoe-flats-riga-centre-65316068.800.jpg"", ""agpoe-flats-riga-centre-65316069.800.jpg"", ""agpoe-flats-riga-centre-63946755.800.jpg"", ""agpoe-flats-riga-centre-65316070.800.jpg"", ""agpoe-flats-riga-centre-63946752.800.jpg"", ""agpoe-flats-riga-centre-65316071.800.jpg"", ""agpoe-flats-riga-centre-65316072.800.jpg""]"
1 600 €/mēn. (10 €/m²),160 m²,3,19/21/lifts,J. Daliņa 8,centrs,https://www.ss.lv//msg/lv/real-estate/flats/riga/centre/ehkbo.html,"[""ehkbo-flats-riga-centre-65314675.800.jpg"", ""ehkbo-flats-riga-centre-65314676.800.jpg"", ""ehkbo-flats-riga-centre-65314677.800.jpg"", ""ehkbo-flats-riga-centre-65314678.800.jpg"", ""ehkbo-flats-riga-centre-65314679.800.jpg"", ""ehkbo-flats-riga-centre-65314680.800.jpg"", ""ehkbo-flats-riga-centre-65314681.800.jpg"", ""ehkbo-flats-riga-centre-65314682.800.jpg"", ""ehkbo-flats-riga-centre-65314683.800.jpg"", ""ehkbo-flats-riga-centre-65314684.800.jpg"", ""ehkbo-flats-riga-centre-65314685.800.jpg"", ""ehkbo-flats-riga-centre-65314686.800.jpg"", ""ehkbo-flats-riga-centre-65314687.800.jpg"", ""ehkbo-flats-riga-centre-65314688.800.jpg""]"
30 €/dienā (0.86 €/m²),35 m²,1,3/5,Stabu 89,centrs,https://www.ss.lv//msg/lv/real-estate/flats/riga/centre/beekhn.html,"[""beekhn-flats-riga-centre-62568198.800.jpg"", ""beekhn-flats-riga-centre-62568199.800.jpg"", ""beekhn-flats-riga-centre-62568200.800.jpg"", ""beekhn-flats-riga-centre-62568201.800.jpg"", ""beekhn-flats-riga-centre-62568202.800.jpg"", ""beekhn-flats-riga-centre-62568203.800.jpg"", ""beekhn-flats-riga-centre-62568204.800.jpg"", ""beekhn-flats-riga-centre-62568205.800.jpg""]"
530 €/mēn. (6.16 €/m²),86 m²,3,3/4,Lastādijas 29,centrs,https://www.ss.lv//msg/lv/real-estate/flats/riga/centre/aebfl.html,"[""aebfl-flats-riga-centre-65312686.800.jpg"", ""aebfl-flats-riga-centre-65312687.800.jpg"", ""aebfl-flats-riga-centre-65312688.800.jpg"", ""aebfl-flats-riga-centre-65312689.800.jpg"", ""aebfl-flats-riga-centre-65312690.800.jpg"", ""aebfl-flats-riga-centre-65312691.800.jpg"", ""aebfl-flats-riga-centre-65312692.800.jpg"", ""aebfl-flats-riga-centre-65312693.800.jpg"", ""aebfl-flats-riga-centre-53925009.800.jpg"", ""aebfl-flats-riga-centre-65312694.800.jpg"", ""aebfl-flats-riga-centre-65312695.800.jpg"", ""aebfl-flats-riga-centre-65312790.800.jpg""]"
260 €/mēn. (10.83 €/m²),24 m²,1,2/3,Pērnavas 13,centrs,https://www.ss.lv//msg/lv/real-estate/flats/riga/centre/giexk.html,"[""giexk-flats-riga-centre-65312135.800.jpg"", ""giexk-flats-riga-centre-65312136.800.jpg"", ""giexk-flats-riga-centre-65312137.800.jpg"", ""giexk-flats-riga-centre-65312138.800.jpg"", ""giexk-flats-riga-centre-65312139.800.jpg"", ""giexk-flats-riga-centre-65312140.800.jpg"", ""giexk-flats-riga-centre-65312141.800.jpg"", ""giexk-flats-riga-centre-65312142.800.jpg"", ""giexk-flats-riga-centre-65312143.800.jpg""]"
2 400 €/mēn. (26.67 €/m²),90 m²,3,7/7/lifts,Dzirnavu 83,centrs,https://www.ss.lv//msg/lv/real-estate/flats/riga/centre/digof.html,"[""digof-flats-riga-centre-65113006.800.jpg"", ""digof-flats-riga-centre-65113007.800.jpg"", ""digof-flats-riga-centre-65113008.800.jpg"", ""digof-flats-riga-centre-65113009.800.jpg"", ""digof-flats-riga-centre-65113010.800.jpg"", ""digof-flats-riga-centre-65113011.800.jpg"", ""digof-flats-riga-centre-63741772.800.jpg"", ""digof-flats-riga-centre-65113012.800.jpg"", ""digof-flats-riga-centre-65113013.800.jpg"", ""digof-flats-riga-centre-65113014.800.jpg"", ""digof-flats-riga-centre-65113015.800.jpg"", ""digof-flats-riga-centre-63741777.800.jpg"", ""digof-flats-riga-centre-65113016.800.jpg"", ""digof-flats-riga-centre-65113017.800.jpg"", ""digof-flats-riga-centre-65113018.800.jpg"", ""digof-flats-riga-centre-63741775.800.jpg"", ""digof-flats-riga-centre-63345301.800.jpg"", ""digof-flats-riga-centre-63345303.800.jpg"", ""digof-flats-riga-centre-63741781.800.jpg"", ""digof-flats-riga-centre-63741782.800.jpg"", ""digof-flats-riga-centre-63741783.800.jpg"", ""digof-flats-riga-centre-65113019.800.jpg"", ""digof-flats-riga-centre-63741780.800.jpg"", ""digof-flats-riga-centre-63741776.800.jpg"", ""digof-flats-riga-centre-65113020.800.jpg"", ""digof-flats-riga-centre-65113021.800.jpg"", ""digof-flats-riga-centre-63345302.800.jpg""]"
250 €/mēn. (5.56 €/m²),45 m²,2,1/3,Stabu 113,centrs,https://www.ss.lv//msg/lv/real-estate/flats/riga/centre/ddnig.html,"[""ddnig-flats-riga-centre-65310785.800.jpg"", ""ddnig-flats-riga-centre-65310786.800.jpg"", ""ddnig-flats-riga-centre-65310787.800.jpg"", ""ddnig-flats-riga-centre-65310788.800.jpg""]"
35 €/dienā (2.33 €/m²),15 m²,1,3/5/lifts,Matīsa 46,centrs,https://www.ss.lv//msg/lv/real-estate/flats/riga/centre/djkdi.html,"[""djkdi-flats-riga-centre-60064059.800.jpg"", ""djkdi-flats-riga-centre-60064060.800.jpg"", ""djkdi-flats-riga-centre-60064061.800.jpg"", ""djkdi-flats-riga-centre-60064062.800.jpg"", ""djkdi-flats-riga-centre-60064063.800.jpg"", ""djkdi-flats-riga-centre-7975956.800.jpg"", ""djkdi-flats-riga-centre-7975959.800.jpg"", ""djkdi-flats-riga-centre-60064064.800.jpg"", ""djkdi-flats-riga-centre-12354178.800.jpg"", ""djkdi-flats-riga-centre-6178640.800.jpg"", ""djkdi-flats-riga-centre-6178641.800.jpg"", ""djkdi-flats-riga-centre-60064066.800.jpg""]"
650 €/mēn. (14.13 €/m²),46 m²,2,2/5/lifts,Pededzes 3,centrs,https://www.ss.lv//msg/lv/real-estate/flats/riga/centre/cpgmd.html,"[""cpgmd-flats-riga-centre-65310476.800.jpg"", ""cpgmd-flats-riga-centre-65310477.800.jpg"", ""cpgmd-flats-riga-centre-65310478.800.jpg"", ""cpgmd-flats-riga-centre-65310479.800.jpg"", ""cpgmd-flats-riga-centre-65310480.800.jpg"", ""cpgmd-flats-riga-centre-65310481.800.jpg"", ""cpgmd-flats-riga-centre-65310482.800.jpg"", ""cpgmd-flats-riga-centre-65310483.800.jpg"", ""cpgmd-flats-riga-centre-65310484.800.jpg"", ""cpgmd-flats-riga-centre-65310485.800.jpg"", ""cpgmd-flats-riga-centre-65310486.800.jpg"", ""cpgmd-flats-riga-centre-65310487.800.jpg"", ""cpgmd-flats-riga-centre-65310488.800.jpg""]"
600 €/mēn. (10 €/m²),60 m²,2,6/7/lifts,Ģertrūdes 31,centrs,https://www.ss.lv//msg/lv/real-estate/flats/riga/centre/adegd.html,"[""adegd-flats-riga-centre-57560752.800.jpg"", ""adegd-flats-riga-centre-56832776.800.jpg"", ""adegd-flats-riga-centre-56832777.800.jpg"", ""adegd-flats-riga-centre-56832778.800.jpg"", ""adegd-flats-riga-centre-56832779.800.jpg"", ""adegd-flats-riga-centre-56832780.800.jpg"", ""adegd-flats-riga-centre-56832781.800.jpg"", ""adegd-flats-riga-centre-56832782.800.jpg"", ""adegd-flats-riga-centre-56832783.800.jpg"", ""adegd-flats-riga-centre-56832784.800.jpg"", ""adegd-flats-riga-centre-56832785.800.jpg"", ""adegd-flats-riga-centre-56832786.800.jpg"", ""adegd-flats-riga-centre-56832787.800.jpg"", ""adegd-flats-riga-centre-56832788.800.jpg"", ""adegd-flats-riga-centre-56832789.800.jpg"", ""adegd-flats-riga-centre-56832790.800.jpg"", ""adegd-flats-riga-centre-56832791.800.jpg"", ""adegd-flats-riga-centre-56832792.800.jpg"", ""adegd-flats-riga-centre-56832793.800.jpg"", ""adegd-flats-riga-centre-56832794.800.jpg"", ""adegd-flats-riga-centre-56832795.800.jpg"", ""adegd-flats-riga-centre-56832796.800.jpg"", ""adegd-flats-riga-centre-56832797.800.jpg"", ""adegd-flats-riga-centre-56832798.800.jpg"", ""adegd-flats-riga-centre-56832799.800.jpg"", ""adegd-flats-riga-centre-57560753.800.jpg"", ""adegd-flats-riga-centre-57560754.800.jpg"", ""adegd-flats-riga-centre-57560755.800.jpg""]"
390 €/mēn. (12.19 €/m²),32 m²,1,5/5,Mālpils 2a,centrs,https://www.ss.lv//msg/lv/real-estate/flats/riga/centre/flpom.html,"[""flpom-flats-riga-centre-65309794.800.jpg"", ""flpom-flats-riga-centre-65309795.800.jpg"", ""flpom-flats-riga-centre-65309796.800.jpg"", ""flpom-flats-riga-centre-65309797.800.jpg"", ""flpom-flats-riga-centre-65309798.800.jpg"", ""flpom-flats-riga-centre-65309799.800.jpg"", ""flpom-flats-riga-centre-65309800.800.jpg"", ""flpom-flats-riga-centre-65309801.800.jpg"", ""flpom-flats-riga-centre-65309802.800.jpg"", ""flpom-flats-riga-centre-65309803.800.jpg"", ""flpom-flats-riga-centre-65309804.800.jpg"", ""flpom-flats-riga-centre-65309805.800.jpg"", ""flpom-flats-riga-centre-65309806.800.jpg""]"
370 €/mēn. (16.82 €/m²),22 m²,1,1/1,Čaka 80a,centrs,https://www.ss.lv//msg/lv/real-estate/flats/riga/centre/agmjb.html,"[""agmjb-flats-riga-centre-62916621.800.jpg"", ""agmjb-flats-riga-centre-62916617.800.jpg"", ""agmjb-flats-riga-centre-62916615.800.jpg"", ""agmjb-flats-riga-centre-62916613.800.jpg"", ""agmjb-flats-riga-centre-62916616.800.jpg"", ""agmjb-flats-riga-centre-62916619.800.jpg"", ""agmjb-flats-riga-centre-65309792.800.jpg"", ""agmjb-flats-riga-centre-65309793.800.jpg"", ""agmjb-flats-riga-centre-60332923.800.jpg""]"
450 €/mēn. (11.84 €/m²),38 m²,2,3/4,Brīvības 98,centrs,https://www.ss.lv//msg/lv/real-estate/flats/riga/centre/aifhe.html,"[""aifhe-flats-riga-centre-65306527.800.jpg"", ""aifhe-flats-riga-centre-65306528.800.jpg"", ""aifhe-flats-riga-centre-65306529.800.jpg"", ""aifhe-flats-riga-centre-65306530.800.jpg"", ""aifhe-flats-riga-centre-65306531.800.jpg"", ""aifhe-flats-riga-centre-65306532.800.jpg"", ""aifhe-flats-riga-centre-65306533.800.jpg"", ""aifhe-flats-riga-centre-65306534.800.jpg"", ""aifhe-flats-riga-centre-65306535.800.jpg""]"
1 300 €/mēn. (19.12 €/m²),68 m²,2,6/6/lifts,Antonijas 17a,centrs,https://www.ss.lv//msg/lv/real-estate/flats/riga/centre/egfbn.html,"[""egfbn-flats-riga-centre-65304153.800.jpg"", ""egfbn-flats-riga-centre-65304154.800.jpg"", ""egfbn-flats-riga-centre-65304155.800.jpg"", ""egfbn-flats-riga-centre-65304156.800.jpg"", ""egfbn-flats-riga-centre-65304157.800.jpg"", ""egfbn-flats-riga-centre-65304158.800.jpg"", ""egfbn-flats-riga-centre-65304159.800.jpg"", ""egfbn-flats-riga-centre-65304160.800.jpg"", ""egfbn-flats-riga-centre-65304161.800.jpg"", ""egfbn-flats-riga-centre-65304162.800.jpg"", ""egfbn-flats-riga-centre-65304163.800.jpg"", ""egfbn-flats-riga-centre-65304164.800.jpg"", ""egfbn-flats-riga-centre-65304165.800.jpg"", ""egfbn-flats-riga-centre-65304166.800.jpg""]"
160 €/mēn. (11.43 €/m²),14 m²,1,4/5,Avotu 43,centrs,https://www.ss.lv//msg/lv/real-estate/flats/riga/centre/bdlel.html,"[""bdlel-flats-riga-centre-63750186.800.jpg"", ""bdlel-flats-riga-centre-63750187.800.jpg"", ""bdlel-flats-riga-centre-65303215.800.jpg"", ""bdlel-flats-riga-centre-65303216.800.jpg"", ""bdlel-flats-riga-centre-65303495.800.jpg""]"
600 €/mēn. (6.67 €/m²),90 m²,3,3/6,Klijānu 5,centrs,https://www.ss.lv//msg/lv/real-estate/flats/riga/centre/benmbm.html,"[""benmbm-flats-riga-centre-64811234.800.jpg"", ""benmbm-flats-riga-centre-64960445.800.jpg"", ""benmbm-flats-riga-centre-64960446.800.jpg"", ""benmbm-flats-riga-centre-64960447.800.jpg"", ""benmbm-flats-riga-centre-65302144.800.jpg"", ""benmbm-flats-riga-centre-65302145.800.jpg"", ""benmbm-flats-riga-centre-65302146.800.jpg""]"
1 300 €/mēn. (10.83 €/m²),120 m²,4,2/5,Rūpniecības 13,centrs,https://www.ss.lv//msg/lv/real-estate/flats/riga/centre/epbjl.html,"[""epbjl-flats-riga-centre-65299382.800.jpg"", ""epbjl-flats-riga-centre-65299383.800.jpg"", ""epbjl-flats-riga-centre-65299384.800.jpg"", ""epbjl-flats-riga-centre-65299385.800.jpg"", ""epbjl-flats-riga-centre-65299386.800.jpg"", ""epbjl-flats-riga-centre-65299387.800.jpg"", ""epbjl-flats-riga-centre-65299388.800.jpg"", ""epbjl-flats-riga-centre-65299389.800.jpg"", ""epbjl-flats-riga-centre-65299390.800.jpg"", ""epbjl-flats-riga-centre-65299391.800.jpg"", ""epbjl-flats-riga-centre-65299392.800.jpg"", ""epbjl-flats-riga-centre-65299393.800.jpg"", ""epbjl-flats-riga-centre-65299394.800.jpg"", ""epbjl-flats-riga-centre-65299395.800.jpg"", ""epbjl-flats-riga-centre-65299396.800.jpg"", ""epbjl-flats-riga-centre-65299397.800.jpg"", ""epbjl-flats-riga-centre-65299398.800.jpg"", ""epbjl-flats-riga-centre-65299399.800.jpg"", ""epbjl-flats-riga-centre-65299400.800.jpg"", ""epbjl-flats-riga-centre-65299401.800.jpg""]"
50 €/dienā (0.98 €/m²),51 m²,2,6/6/lifts,Lāčplēša 111,centrs,https://www.ss.lv//msg/lv/real-estate/flats/riga/centre/aalgi.html,"[""aalgi-flats-riga-centre-60147021.800.jpg"", ""aalgi-flats-riga-centre-60147023.800.jpg"", ""aalgi-flats-riga-centre-60147024.800.jpg"", ""aalgi-flats-riga-centre-60147022.800.jpg"", ""aalgi-flats-riga-centre-60147025.800.jpg"", ""aalgi-flats-riga-centre-61060452.800.jpg"", ""aalgi-flats-riga-centre-61159821.800.jpg"", ""aalgi-flats-riga-centre-60147030.800.jpg"", ""aalgi-flats-riga-centre-65298690.800.jpg"", ""aalgi-flats-riga-centre-60147020.800.jpg"", ""aalgi-flats-riga-centre-60147026.800.jpg"", ""aalgi-flats-riga-centre-60147027.800.jpg"", ""aalgi-flats-riga-centre-60147028.800.jpg"", ""aalgi-flats-riga-centre-60147029.800.jpg"", ""aalgi-flats-riga-centre-61159823.800.jpg"", ""aalgi-flats-riga-centre-44396683.800.jpg"", ""aalgi-flats-riga-centre-58149699.800.jpg"", ""aalgi-flats-riga-centre-58149698.800.jpg"", ""aalgi-flats-riga-centre-55010923.800.jpg"", ""aalgi-flats-riga-centre-61159825.800.jpg"", ""aalgi-flats-riga-centre-55690864.800.jpg""]"
30 €/dienā (1.25 €/m²),24 m²,1,2/5,Tērbatas 33/35,centrs,https://www.ss.lv//msg/lv/real-estate/flats/riga/centre/gpnji.html,"[""gpnji-flats-riga-centre-65282312.800.jpg"", ""gpnji-flats-riga-centre-65282313.800.jpg"", ""gpnji-flats-riga-centre-65292207.800.jpg"", ""gpnji-flats-riga-centre-65282315.800.jpg"", ""gpnji-flats-riga-centre-65282316.800.jpg"", ""gpnji-flats-riga-centre-65282314.800.jpg"", ""gpnji-flats-riga-centre-65282317.800.jpg"", ""gpnji-flats-riga-centre-65282775.800.jpg"", ""gpnji-flats-riga-centre-65282776.800.jpg"", ""gpnji-flats-riga-centre-65282321.800.jpg"", ""gpnji-flats-riga-centre-51590867.800.jpg"", ""gpnji-flats-riga-centre-65292458.800.jpg"", ""gpnji-flats-riga-centre-65292459.800.jpg"", ""gpnji-flats-riga-centre-65282322.800.jpg""]"
700 €/mēn. (21.88 €/m²),32 m²,1,1/4/lifts,Strēlnieku 4b,centrs,https://www.ss.lv//msg/lv/real-estate/flats/riga/centre/dcnpk.html,"[""dcnpk-flats-riga-centre-48740049.800.jpg"", ""dcnpk-flats-riga-centre-48740048.800.jpg"", ""dcnpk-flats-riga-centre-54282331.800.jpg"", ""dcnpk-flats-riga-centre-56862122.800.jpg"", ""dcnpk-flats-riga-centre-48740047.800.jpg"", ""dcnpk-flats-riga-centre-48740046.800.jpg""]"
35 €/dienā (1.94 €/m²),18 m²,1,2/5,Kalniņa 1,centrs,https://www.ss.lv//msg/lv/real-estate/flats/riga/centre/aaaam.html,"[""aaaam-flats-riga-centre-65297103.800.jpg"", ""aaaam-flats-riga-centre-65297104.800.jpg"", ""aaaam-flats-riga-centre-65297105.800.jpg"", ""aaaam-flats-riga-centre-65297106.800.jpg"", ""aaaam-flats-riga-centre-65297107.800.jpg"", ""aaaam-flats-riga-centre-65297108.800.jpg"", ""aaaam-flats-riga-centre-65297109.800.jpg"", ""aaaam-flats-riga-centre-65297110.800.jpg"", ""aaaam-flats-riga-centre-65297111.800.jpg"", ""aaaam-flats-riga-centre-65297112.800.jpg"", ""aaaam-flats-riga-centre-65297113.800.jpg""]"
900 €/mēn. (8.65 €/m²),104 m²,2,7/7/lifts,Pulkv. Brieža 11,centrs,https://www.ss.lv//msg/lv/real-estate/flats/riga/centre/agnmh.html,"[""agnmh-flats-riga-centre-65294749.800.jpg"", ""agnmh-flats-riga-centre-65294750.800.jpg"", ""agnmh-flats-riga-centre-65294751.800.jpg"", ""agnmh-flats-riga-centre-65294752.800.jpg"", ""agnmh-flats-riga-centre-65294753.800.jpg"", ""agnmh-flats-riga-centre-65294754.800.jpg"", ""agnmh-flats-riga-centre-65294755.800.jpg"", ""agnmh-flats-riga-centre-65294756.800.jpg"", ""agnmh-flats-riga-centre-65294757.800.jpg"", ""agnmh-flats-riga-centre-65294758.800.jpg"", ""agnmh-flats-riga-centre-65294759.800.jpg"", ""agnmh-flats-riga-centre-65294760.800.jpg"", ""agnmh-flats-riga-centre-65294761.800.jpg""]"
